[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3047188499.mod line: 7
[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3375256356.mod line: 6
[20:13:22][no_game_date][persistent.cpp:66]: Error: "Unexpected token: thumbnail.png, near line: 8" in file: "mod/ugc_3585920882.mod" near line: 8
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BOS' in common/national_focus/yugoslavia.txt line : 949
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BOS, near line: 949" in file: "common/national_focus/yugoslavia.txt" near line: 952
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BOS' in common/national_focus/yugoslavia.txt line : 956
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BOS, near line: 956" in file: "common/national_focus/yugoslavia.txt" near line: 956
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BOS' in common/national_focus/yugoslavia.txt line : 959
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BOS, near line: 959" in file: "common/national_focus/yugoslavia.txt" near line: 960
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'HRZ' in common/national_focus/yugoslavia.txt line : 1058
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BOS' in common/national_focus/yugoslavia.txt line : 1062
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: HRZ, near line: 1058
Unknown effect-type: BOS, near line: 1062" in file: "common/national_focus/yugoslavia.txt" near line: 1066
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'HRZ' in common/national_focus/yugoslavia.txt line : 1069
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: HRZ, near line: 1069" in file: "common/national_focus/yugoslavia.txt" near line: 1072
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BOS' in common/national_focus/yugoslavia.txt line : 1100
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BOS, near line: 1100" in file: "common/national_focus/yugoslavia.txt" near line: 1100
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BOS' in common/national_focus/yugoslavia.txt line : 1103
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BOS, near line: 1103" in file: "common/national_focus/yugoslavia.txt" near line: 1104
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'MAC' in common/national_focus/yugoslavia.txt line : 1193
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'MAC' in common/national_focus/yugoslavia.txt line : 1197
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MAC, near line: 1193
Unknown effect-type: MAC, near line: 1197" in file: "common/national_focus/yugoslavia.txt" near line: 1200
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'KOS' in common/national_focus/yugoslavia.txt line : 1236
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'KOS' in common/national_focus/yugoslavia.txt line : 1240
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: KOS, near line: 1236
Unknown effect-type: KOS, near line: 1240" in file: "common/national_focus/yugoslavia.txt" near line: 1243
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'TRA' in common/national_focus/yugoslavia.txt line : 1469
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: TRA, near line: 1469" in file: "common/national_focus/yugoslavia.txt" near line: 1469
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'TRA' in common/national_focus/yugoslavia.txt line : 1472
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: TRA, near line: 1472" in file: "common/national_focus/yugoslavia.txt" near line: 1473
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'MAC' in common/national_focus/yugoslavia.txt line : 2426
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAC, near line: 2426" in file: "common/national_focus/yugoslavia.txt" near line: 2429
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'MAC' in common/national_focus/yugoslavia.txt line : 2440
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAC, near line: 2440" in file: "common/national_focus/yugoslavia.txt" near line: 2443
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'MAC' in common/national_focus/yugoslavia.txt line : 2474
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: MAC, near line: 2474" in file: "common/national_focus/yugoslavia.txt" near line: 2477
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: GDC, near line: 1047" in file: "common/bookmarks/the_gathering_storm.txt" near line: 1063
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: SIC, near line: 1064" in file: "common/bookmarks/the_gathering_storm.txt" near line: 1080
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: XIC, near line: 1081" in file: "common/bookmarks/the_gathering_storm.txt" near line: 1097
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: KHM, near line: 1115" in file: "common/bookmarks/the_gathering_storm.txt" near line: 1131
[20:13:40][no_game_date][effectimplementation.cpp:1720]: set_politics::parties={ was changed, please use the set_popularities={ effect here instead of parties for history/countries/ARZ - Arzulumia.txt:74
[20:13:40][no_game_date][effectimplementation.cpp:1720]: set_politics::parties={ was changed, please use the set_popularities={ effect here instead of parties for history/countries/KRT - Kartofia.txt:74
[20:13:40][no_game_date][effectimplementation.cpp:1720]: set_politics::parties={ was changed, please use the set_popularities={ effect here instead of parties for history/countries/MRK - Quria.txt:74
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: HBC, near line: 521" in file: "common/ai_strategy/CHI.txt" near line: 521
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: SND, near line: 547" in file: "common/ai_strategy/CHI.txt" near line: 547
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: HBC, near line: 567" in file: "common/ai_strategy/CHI.txt" near line: 567
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: SND, near line: 572" in file: "common/ai_strategy/CHI.txt" near line: 572
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'KHM' in common/ai_strategy/CHI.txt line : 840
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KHM, near line: 840" in file: "common/ai_strategy/CHI.txt" near line: 846
[20:13:40][no_game_date][ai_strategy.cpp:7612]: invalid tag KHM
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Unexpected token: tag, near line: 850" in file: "common/ai_strategy/CHI.txt" near line: 850
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: KHM, near line: 856" in file: "common/ai_strategy/CHI.txt" near line: 856
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: KHM, near line: 862" in file: "common/ai_strategy/CHI.txt" near line: 862
[20:13:40][no_game_date][ai_strategy.cpp:7612]: invalid tag KHM
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Unexpected token: tag, near line: 869" in file: "common/ai_strategy/CHI.txt" near line: 869
[20:13:40][no_game_date][ai_strategy.cpp:6876]: common/ai_strategy/CHI.txt:825 AI strategy SIK_push_khotan with missing or empty abort condition, possibly a scripting mistake. If you intend to have no abort condition, add an 'abort = { always = no }' statement to suppress this error message. Otherwise, consider using 'abort_when_not_enabled = yes'.
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: SND, near line: 921" in file: "common/ai_strategy/CHI.txt" near line: 921
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'HBC' in common/ai_strategy/CHI.txt line : 1160
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: HBC, near line: 1160" in file: "common/ai_strategy/CHI.txt" near line: 1163
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: HBC, near line: 1169" in file: "common/ai_strategy/CHI.txt" near line: 1169
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'AFA' in common/ai_strategy/ETH.txt line : 466
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: AFA, near line: 466" in file: "common/ai_strategy/ETH.txt" near line: 468
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: AFA, near line: 472" in file: "common/ai_strategy/ETH.txt" near line: 472
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'AFA' in common/ai_strategy/ITA.txt line : 1235
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: AFA, near line: 1235" in file: "common/ai_strategy/ITA.txt" near line: 1237
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: AFA, near line: 1241" in file: "common/ai_strategy/ITA.txt" near line: 1241
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: BRM, near line: 348" in file: "common/ai_strategy/JAP.txt" near line: 348
[20:13:40][no_game_date][ai_strategy.cpp:7612]: invalid tag NXM
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Unexpected token: tag, near line: 455" in file: "common/ai_strategy/JAP.txt" near line: 455
[20:13:40][no_game_date][ai_strategy.cpp:7612]: invalid tag GSM
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Unexpected token: tag, near line: 461" in file: "common/ai_strategy/JAP.txt" near line: 461
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'SND' in common/ai_strategy/JAP.txt line : 482
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SND, near line: 482" in file: "common/ai_strategy/JAP.txt" near line: 488
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: SND, near line: 492" in file: "common/ai_strategy/JAP.txt" near line: 492
[20:13:40][no_game_date][ai_strategy.cpp:7612]: invalid tag SND
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Unexpected token: tag, near line: 499" in file: "common/ai_strategy/JAP.txt" near line: 499
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: HBC, near line: 539" in file: "common/ai_strategy/JAP.txt" near line: 539
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'SND' in common/ai_strategy/JAP.txt line : 1180
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SND, near line: 1180" in file: "common/ai_strategy/JAP.txt" near line: 1186
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'SND' in common/ai_strategy/JAP.txt line : 1191
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SND, near line: 1191" in file: "common/ai_strategy/JAP.txt" near line: 1197
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: SND, near line: 1201" in file: "common/ai_strategy/JAP.txt" near line: 1201
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'GDC' in common/ai_strategy/JAP.txt line : 1221
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GDC, near line: 1221" in file: "common/ai_strategy/JAP.txt" near line: 1227
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'GDC' in common/ai_strategy/JAP.txt line : 1232
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GDC, near line: 1232" in file: "common/ai_strategy/JAP.txt" near line: 1238
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: GDC, near line: 1242" in file: "common/ai_strategy/JAP.txt" near line: 1242
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'SIC' in common/ai_strategy/JAP.txt line : 1262
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SIC, near line: 1262" in file: "common/ai_strategy/JAP.txt" near line: 1268
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'SIC' in common/ai_strategy/JAP.txt line : 1273
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SIC, near line: 1273" in file: "common/ai_strategy/JAP.txt" near line: 1279
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: SIC, near line: 1283" in file: "common/ai_strategy/JAP.txt" near line: 1283
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in common/ai_strategy/JAP.txt line : 1303
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: XIC, near line: 1303" in file: "common/ai_strategy/JAP.txt" near line: 1309
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in common/ai_strategy/JAP.txt line : 1314
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: XIC, near line: 1314" in file: "common/ai_strategy/JAP.txt" near line: 1320
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: XIC, near line: 1324" in file: "common/ai_strategy/JAP.txt" near line: 1324
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'NXM' in common/ai_strategy/JAP.txt line : 1344
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: NXM, near line: 1344" in file: "common/ai_strategy/JAP.txt" near line: 1350
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'NXM' in common/ai_strategy/JAP.txt line : 1355
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: NXM, near line: 1355" in file: "common/ai_strategy/JAP.txt" near line: 1361
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: NXM, near line: 1365" in file: "common/ai_strategy/JAP.txt" near line: 1365
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'GSM' in common/ai_strategy/JAP.txt line : 1385
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GSM, near line: 1385" in file: "common/ai_strategy/JAP.txt" near line: 1391
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'GSM' in common/ai_strategy/JAP.txt line : 1396
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GSM, near line: 1396" in file: "common/ai_strategy/JAP.txt" near line: 1402
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: GSM, near line: 1406" in file: "common/ai_strategy/JAP.txt" near line: 1406
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'HBC' in common/ai_strategy/JAP.txt line : 1426
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: HBC, near line: 1426" in file: "common/ai_strategy/JAP.txt" near line: 1432
[20:13:40][no_game_date][trigger.cpp:700]: Invalid trigger 'HBC' in common/ai_strategy/JAP.txt line : 1437
[20:13:40][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: HBC, near line: 1437" in file: "common/ai_strategy/JAP.txt" near line: 1443
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: HBC, near line: 1447" in file: "common/ai_strategy/JAP.txt" near line: 1447
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: GDC, near line: 1808" in file: "common/ai_strategy/JAP.txt" near line: 1808
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: BRM, near line: 1912" in file: "common/ai_strategy/JAP.txt" near line: 1912
[20:13:40][no_game_date][ai_strategy.cpp:7612]: invalid tag GDC
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Unexpected token: tag, near line: 2135" in file: "common/ai_strategy/JAP.txt" near line: 2135
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: BRM, near line: 2256" in file: "common/ai_strategy/JAP.txt" near line: 2256
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: BRM, near line: 45" in file: "common/ai_strategy/RAJ.txt" near line: 45
[20:13:40][no_game_date][persistent.cpp:66]: Error: "Malformed token: RNG, near line: 1105" in file: "common/ai_strategy/SOV.txt" near line: 1105
[20:13:41][no_game_date][trigger.cpp:700]: Invalid trigger 'BAN' in common/scripted_localisation/GOE_RAJ_scripted_loc.txt line : 86
[20:13:41][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BAN, near line: 86" in file: "common/scripted_localisation/GOE_RAJ_scripted_loc.txt" near line: 90
[20:13:41][no_game_date][trigger.cpp:700]: Invalid trigger 'BAN' in common/scripted_localisation/GOE_RAJ_scripted_loc.txt line : 100
[20:13:41][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BAN, near line: 100" in file: "common/scripted_localisation/GOE_RAJ_scripted_loc.txt" near line: 106
[20:13:41][no_game_date][trigger.cpp:700]: Invalid trigger 'BAN' in common/scripted_localisation/GOE_RAJ_scripted_loc.txt line : 117
[20:13:41][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BAN, near line: 117" in file: "common/scripted_localisation/GOE_RAJ_scripted_loc.txt" near line: 121
[20:13:41][no_game_date][trigger.cpp:700]: Invalid trigger 'BAN' in common/scripted_localisation/GOE_RAJ_scripted_loc.txt line : 131
[20:13:41][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BAN, near line: 131" in file: "common/scripted_localisation/GOE_RAJ_scripted_loc.txt" near line: 137
